Keyword,Category,SEA competition index,SEA Cost per click,Demand,month,year,Close,High,Low,Average,Max,Min
prix du fioul var,Fioul - Price,0.36,0.69,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
comparateur prix fioul,Fioul - Low cost,0.62,0.67,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul sarthe,Fioul - Price,0.22,0.67,40,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
commande de fioul,Fioul - Transactional,0.67,1.39,140,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
tarif du fuel,Fioul - Price,0.25,0.52,90,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fuel domestique aujourd hui,Fioul - Price,0.14,1.61,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
aide au fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.27,0.75,30,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
livraison fioul domestique,Fioul - Transactional,0.52,1.58,140,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul isere,Fioul - Price,0.22,0.25,90,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul morbihan,Fioul - Price,0.22,0.76,90,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
cuve à fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",1.0,0.79,390,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul loiret,Fioul - Price,0.27,0.57,40,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
achat groupé fioul,Fioul - Transactional,0.59,0.96,210,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul ille et vilaine,Fioul - Price,0.1,0.52,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul somme,Fioul - Price,0.12,0.15,140,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix fuel chauffage,Fioul - Price,0.32,0.35,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix fioul domestique aujourd hui,Fioul - Price,0.26,0.32,170,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix litre de fioul,Fioul - Price,0.14,0.18,90,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix moyen du fioul,Fioul - Price,0.11,0.41,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
cout du fioul,Fioul - Price,0.1,0.3,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix fioul aujourd hui,Fioul - Price,0.26,0.49,30,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
vente fioul domestique,Fioul - Transactional,0.48,0.65,30,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
courbe prix du fioul,Fioul - Price,0.07,0.65,90,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fioul tarif,Fioul - Price,0.42,0.53,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du litre de fioul domestique aujourd hui,Fioul - Price,0.19,0.53,1000,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
nettoyage cuve fioul prix,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.82,1.13,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul maine et loire,Fioul - Price,0.2,0.32,40,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
chaudiere fioul ventouse,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",1.0,0.52,390,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul deux sevres,Fioul - Price,0.09,0.75,40,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
commande fuel,Fioul - Transactional,0.69,2.04,140,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
nettoyage cuve à fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.21,2.08,90,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
vente fioul,Fioul - Transactional,0.31,0.67,40,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
aide pour le fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.4,0.79,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
estimation consommation fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.1,0.97,50,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
cout fioul,Fioul - Price,0.15,0.58,30,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du litre de fuel domestique,Fioul - Price,0.14,0.66,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
court du fioul domestique,Fioul - Price,0.18,0.36,20,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
cours fuel domestique aujourd hui,Fioul - Price,0.35,0.43,50,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
le fioul va t il baisser,Fioul - Price,0.22,1.08,50,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul aisne,Fioul - Price,0.11,0.5,210,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
consommation fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.04,0.84,260,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
tendance prix du fuel domestique aujourd hui,Fioul - Price,0.22,0.68,210,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
tarif du fuel domestique aujourd hui,Fioul - Price,0.28,0.64,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fuel le moins cher,Fioul - Low cost,0.78,0.51,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du litre de fuel,Fioul - Price,0.08,0.17,140,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
simulateur consommation fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.07,1.11,320,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul evolution,Fioul - Price,0.1,0.42,40,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
cours du fioul domestique aujourd hui,Fioul - Price,0.24,0.53,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
evolution du prix du fuel,Fioul - Price,0.13,0.27,50,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix moyen du fuel domestique,Fioul - Price,0.21,0.33,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul de chauffage,Fioul - Price,0.28,0.65,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
evolution prix fuel domestique,Fioul - Price,0.08,0.9,40,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul tendance,Fioul - Price,0.26,0.6,40,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fioul limoges,Fioul - Generic,0.27,0.25,90,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
court du fuel,Fioul - Price,0.23,0.26,30,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
tendance prix fioul domestique,Fioul - Price,0.22,0.44,20,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fioul bretagne,Fioul - Generic,0.4,0.18,50,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix actuel du fuel domestique,Fioul - Price,0.26,0.22,30,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix nettoyage cuve fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.74,0.6,50,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
consommation fuel domestique,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.0,,10,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul dordogne,Fioul - Price,0.12,0.38,40,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul cantal,Fioul - Price,0.12,0.08,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fioul bas rhin,Fioul - Generic,0.22,0.38,40,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul lorraine,Fioul - Price,0.09,0.58,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul ardennes,Fioul - Price,0.09,0.5,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul tarn et garonne,Fioul - Price,0.19,0.61,30,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
achat fuel,Fioul - Transactional,0.85,0.55,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul lot et garonne,Fioul - Price,0.16,0.61,50,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
evolution fioul,Fioul - Price,0.15,0.41,20,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix de fuel,Fioul - Price,0.3,0.52,90,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fod,Fioul - Price,0.06,0.81,50,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
quand acheter son fioul,Fioul - Transactional,0.29,1.78,20,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul correze,Fioul - Price,0.03,,20,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
cours du fioul aujourd hui,Fioul - Price,0.12,0.15,10,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
comparateur prix fuel,Fioul - Low cost,0.45,0.35,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
cours du fuel aujourd hui,Fioul - Price,0.13,0.17,210,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
augmentation du fioul,Fioul - Price,0.13,0.37,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix de fioul domestique,Fioul - Price,0.34,0.43,40,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
tendance prix du fuel,Fioul - Price,0.2,0.35,50,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fioul moselle,Fioul - Generic,0.25,0.15,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul drome,Fioul - Price,0.28,0.37,40,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fournisseur de fioul,Fioul - Transactional,0.46,0.5,90,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul lozere,Fioul - Price,0.11,0.23,90,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fioul domestique pas cher,Fioul - Low cost,0.87,0.67,90,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix fioul evolution,Fioul - Price,0.07,0.49,40,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul ordinaire,Fioul - Price,0.18,0.58,50,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
commander du fioul,Fioul - Transactional,0.78,1.28,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fuel premier,Fioul - Price,0.2,0.41,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix litre fuel,Fioul - Price,0.1,0.27,90,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
evolution prix fioul domestique,Fioul - Price,0.07,1.65,90,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
consommation moyenne fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.01,,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
achat fioul domestique,Fioul - Transactional,0.57,1.43,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
le prix du fioul va t il baisser,Fioul - Price,0.16,0.59,20,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
acheter fioul,Fioul - Transactional,0.6,1.29,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul meuse,Fioul - Price,0.2,0.35,50,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul saone et loire,Fioul - Price,0.33,0.33,30,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fuel tarif,Fioul - Price,0.38,0.53,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix fioul superieur,Fioul - Price,0.19,0.62,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
acheter du fioul,Fioul - Transactional,0.67,1.22,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul limoges,Fioul - Price,0.22,0.3,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul seine maritime,Fioul - Price,0.15,0.43,20,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul puy de dome,Fioul - Price,0.09,0.51,50,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
consommation fuel,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.02,,140,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fioul domestique le moins cher,Fioul - Low cost,0.9,0.7,50,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul allier,Fioul - Price,0.17,,140,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
augmentation du fuel,Fioul - Price,0.11,0.14,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul haute normandie,Fioul - Price,0.26,0.33,20,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul strasbourg,Fioul - Price,0.23,1.52,10,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul chauffage,Fioul - Price,0.17,0.26,40,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fuel de chauffage,Fioul - Price,0.3,0.33,50,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fioul paiement en plusieurs fois,Fioul - Transactional,0.57,1.44,170,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
vente de fioul,Fioul - Transactional,0.77,1.07,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
livraison fuel domestique,Fioul - Transactional,0.32,0.92,260,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
consommation fuel maison,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.0,,40,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fioul meilleur prix,Fioul - Low cost,0.73,0.95,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul nord pas de calais,Fioul - Price,0.09,0.79,20,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
